DateTime,AddedIPs,RemovedIPs
1587574108,1,0
1587576052,0,1
1587579869,0,1
1587581778,1,0
1587583694,1,0
1587585893,1,0
1587587792,1,0
1587589724,1,1
1587591619,1,1
1587593548,1,1
1587595461,0,1
1587597373,0,2
1587599306,0,1
1587603162,2,0
1587605068,1,0
1587606991,2,1
1587614917,0,1
1587618746,1,0
1587622573,16,1
1587634141,0,1
1587640357,1,0
1587646337,1,0
1587650634,3,0
1587656700,1,1
1587658592,0,2
1587662426,0,1
1587666260,1,0
1587670110,0,1
1587676125,1,1
1587678019,1,1
1587680185,3,0
1587684025,1,0
1587689786,0,1
1587691722,0,1
1587693766,0,1
1587701531,0,1
1587707290,1,0
1587709221,0,16
1587713063,2,0
1587714969,2,0
1587717137,0,1
1587724822,1,0
1587728658,0,1
1587730593,1,0
1587732503,0,1
1587736336,0,1
1587738269,0,1
1587744208,1,0
1587748099,1,0
1587750075,0,1
1587752185,1,1
1587757981,0,1
1587763908,0,2
1587769703,0,1
1587771616,2,1
1587773541,1,0
1587775470,1,0
1587777385,0,2
1587790976,0,1
1587792977,0,1
1587794903,1,0
1587798984,0,1
1587800918,0,1
1587802827,0,1
1587804738,1,1
1587810508,0,1
1587812546,0,1
1587835475,0,1
1587837376,0,1
1587843143,1,0
1587845059,0,1
1587846988,0,1
1587850817,1,0
1587856577,0,1
1587858509,0,1
1587860418,2,1
1587862342,0,1
1587883712,0,1
1587889481,0,1
1587895543,0,2
1587899334,0,1
1587905057,1,0
1587929065,1,0
1587930986,0,1
1587937098,1,0
1587938913,1,0
1587940828,1,0
1587942733,1,0
1587944668,3,0
1587946585,2,0
1587950433,1,0
1587956205,1,1
1587980904,1,0
1587986668,0,1
1587988604,2,0
1587993387,1,0
1587995315,1,0
1587997234,1,0
1587999147,1,0
1588008992,2,0
1588010933,1,0
1588012834,1,1
1588018587,1,0
1588022415,0,1
1588024336,1,2
1588026272,0,1
1588031385,0,3
1588033225,2,0
1588038975,1,0
1588040898,1,0
1588042971,1,0
1588044985,1,0
1588047161,1,0
1588051019,1,0
1588052915,1,0
1588058674,0,1
1588067314,0,2
1588073099,0,1
1588075071,0,3
1588079895,1,1
1588081710,2,0
1588085559,1,1
1588095613,0,1
1588097541,1,1
1588103291,0,1
1588105223,0,1
1588107139,0,1
1588109053,2,2
1588110986,1,1
1588117694,1,0
1588119655,0,2
1588125378,0,1
1588127304,1,0
1588131391,0,1
1588133322,1,0
1588137147,0,1
1588144826,2,0
1588146738,1,0
1588148671,1,0
1588150588,1,0
1588154562,1,1
1588156417,1,1
1588158279,1,0
1588166437,1,0
1588168345,2,2
1588174344,1,0
1588176299,3,0
1588178193,1,0
1588182050,0,1
1588183947,0,1
1588185923,1,0
1588191627,2,0
1588193540,16,0
1588195461,1,1
1588197396,0,2
1588203200,2,0
1588205070,0,1
1588208908,1,0
1588210922,1,0
1588212755,0,1
1588214659,1,1
1588220431,0,1
1588228122,1,0
1588232186,0,1
1588234099,0,1
1588236018,0,1
1588237946,1,1
1588242156,0,1
1588244172,1,2
1588248115,1,0
1588249947,1,0
1588251900,0,2
1588253776,0,2
1588261470,0,1
1588263620,0,3
1588265539,0,1
1588267463,0,1
1588271301,1,0
1588273296,0,2
1588279223,1,17
1588281155,0,1
1588285269,1,0
1588287169,0,2
1588290976,2,1
1588292899,1,0
1588295017,2,0
1588296997,1,1
1588298918,0,1
1588312359,1,0
1588316290,0,1
1588324114,0,1
1588339702,1,0
1588341845,1,0
1588347397,1,0
1588353149,1,0
1588355073,1,0
1588356984,0,1
1588359148,1,0
1588361067,1,0
1588363007,1,0
1588364902,1,0
1588371312,0,1
1588377141,1,1
1588379064,0,2
1588381015,2,0
1588382898,1,0
1588387956,0,1
1588389921,2,0
1588401382,0,1
1588403345,1,0
1588409077,0,1
1588422531,1,0
1588430478,1,0
1588432472,1,0
1588434508,1,1
1588436426,2,1
1588438338,1,0
1588440299,0,1
1588447014,0,2
1588448908,2,0
1588450824,0,2
1588454678,0,2
1588456579,1,0
1588458505,1,0
1588460733,0,1
1588462644,3,0
1588464498,0,1
1588468362,0,1
1588472203,1,0
1588476029,0,1
1588483696,0,1
